texts,label
These leading stories two Londonbased Arabiclanguage newspapers Monday Reuters verified stories vouch accuracy ALHAYAT Saudi Basic Industries Corp says studies continue expand Saudi Yanbu Petrochemical Company ASHARQ ALAWSAT Eritrean foreign minister says country rule Yemeni military attack control disputed Hanish island Doctors end strike Khartoum demonstrations continue Sudan Syria start linking power grid Jordan Turkey part proposed plan link three countries together Egypt Iraq,GCAT
Lithuanian newspapers carried following reports Wednesday editions Reuters verified stories vouch accuracy LIETUVOS RYTAS The share price biggest private financial instituation Lithuania Vilnius Bank rocketed litas National Stock Exchange Tuesday Finance Minister Algimantas Krizinauskas expects finance countrys million litas budget deficit September loans foreign banks RESPUBLIKA students start studies universities September Following article skinheads last week Respublika journalist beaten ultrarightests center Vilnius LIETUVOS AIDAS The negotiatians disputed zone Baltic Sea Latvia Lithuania continued Vilnius late Tuesday night Economy ministry data shows inflation rate year wll percent compared percent last year The GDP increase percent unemployment remain current level percent Riga Newsroom,GCAT
Here highlights stories Romanias press Wednesday Reuters verified stories vouch accuracy Business ROMANIA LIBERA Milk price expected rise lei per kilo Producers say rise follows energy fuel price hikes ADEVARUL Romanias wheat output year percent last years million tonnes Purchasing price sunflower seeds years harvest set lei per kilo AZI Meva SA railway carriage maker signed longterm contract French companies Socofer Finmhal supply parts carriages ZIUA Medicine prices expected go percent September Medicine makers import raw materials leu exchange rate dollar sell medicines older rate Radet thermal power utility requested billion lei loan Finance Ministrys economic recovery fund pay debts electricity authority Renel RA LIBERTATEA Edible oil price expected go least percent rise buying price sunflower seeds Leus exchange rate licensed currency shops slide It fell dollar Austrian Creditanstalt set Romanias first depository mutual funds It plans integrate depositary bank open Romania future CURIERUL NATIONAL Bucharest stock exchange announced first companies privatised mass selloff join trading would exempted listing commissions General ROMANIA LIBERA Electoral campaign November general polls tough one ruling Party Social Democracy PDSR desperate situation using rumours calumny says Remus Opris campaign manager opposition Democratic Convention CDR bloc Newspaper publishes PDSRs statement accusing CDR candidate presidency Emil Constantinescu attack national security Constantinescu said interview would honoured hand power Romanias exiled king Michael considers countrys real leader CDRs executive board says PDSRs accusations an expression panic Two men jailed prison southern town Tulcea river Danube hammered nails heads demanding moved another jail ADEVARUL Constantinescus statement monarchy could disastrous effect CDR parties general polls says Cristian Tudor Popescu editorial Emil Constantinescu puts CDRs chances danger monarchy bomb reads front page headline including comments politicians monarchy issue President Ion Iliescu chosen Iosif Boda Romanias envoy Geneva campaign manager Ioan Mircea Pascu deputy defence minister spokesman electoral campaign ahead November presidential elections Only health culture ministers replaced said sources ruling PDSR EVENIMENTUL ZILEI Romania needs centre right government centre left formula stumbled longer able carry radical reforms said political analyst Silviu Brucan Transport agriculture communication ministers National Unity Party PUNR say treaty Hungary must signed text convenient Romania Oliviu Gherman president ruling PDSR chairman upper house Senate run parliament ruling PDSR list Transylvanian city Cluj COTIDIANUL For Bucharesters President Iliescu third CDR leader Emil Constantinescu former reformist premier Petre Roman list candidates presidency shows poll International Consulting Development CURIERUL NATIONAL Bucharests mayor Victor Ciorbea replaced department managers capitals city hall VREMEA Newspaper wonders whether Emil Constantinescus interview monarchy real setup discredit now given certain chance second round presidential polls ZIUA According constitution President Iliescus mandate extended case war catastrophe says newspaper alleging mandate extended there obvious economic social catastrophy = lei Bucharest Newsroom,GCAT
These leading stories Moroccan press Sunday Reuters verified stories vouch accuracy LE MATIN DU SAHARA UN SecretaryGeneral BoutrosGhali says report Polisario Front hampers peace process Western Sahara King Hassan meets Burkina Faso President Compaore private visit LOPINION Fish stocks alarming decline southern coastal city Agadir owing overexploitation ALMAGHRIB Constitutional reform consolidate devolution democracy ALBAYANE King Hassan confer political parties law splitting parliament two chambers ALALAM BoutrosGhali says resumption proceedings referendum Western Sahara unlikely,GCAT
These leading stories Greek Cypriot newspapers Wednesday Reuters verified stories vouch accuracy CHARAVGHI Marathon talks National Council evaluation last weeks events reply President Clerides UN secretary general regarding joint statement Demands Cyprus Airways engineers go beyond capabilities airline cannot therefore satisfied Minister Finance Christodoulou says PHILELEFTHEROS United States plans drastic intervention Cyprus problem Highlevel mission State Department prepared SIMERINI Ministry Council put forward parliamentary bill giving yearolds right vote parliamentary presidential elections Midnight meeting President Celrides N Democracy Greek party leader Evert ALITHIA Police efforts aimed cocaine drug dealers,GCAT
These main Hungarian headlines Hungarys Kossuth Radio midday news Reuters cannot vouch accuracy The Foreign Ministry began finalising text HungarianRomanian friendship treaty The Parliaments Foreign Affairs Committee discuss treaty probably next week The head Foreign Affairs committee advises Prime Minister Gyula Horn receive chairman Hungarians Association Romania Bela Marko hear views treaty Refugees Nagyatad camp transferred town Debrecen New army conscripts arrive units next two days Budapest newsroom,GCAT
DEANE CALLS FOR RECONCILIATION The GovernorGeneral called Australias politicians reaffirm commitment Aboriginal reconciliation The call made speech Darwin mark years Aboriginal struggle land rights Sir William Deane called Commonwealth State legislatures pass formal resolutions expressing support reconciliation aborigines HOWARD ATTACKS KELTY AND GEORGE Prime Minister John Howard told Liberal Party gathering Canberra union leaders Jennie George Bill Kelty could wipe hands responsibility Mondays violent protest outside Parliament House Nearly onehundred Police officers several protestors injured arrested demonstrators stormed building wrecked Parliamentary gift shop ACTU Secretary Bill Kelty described rally successful union demonstration Australian history President Jennie George dissociated union movement violence PUBLIC SERVANTS TO HOLD MEETINGS TODAY Commonwealth public servants today hold meetings rallies across country protest job cuts could reach high thousand end next year The CPSU focussing community awareness campaign try soften blow The unions also concerned aspects budget contracting job placement private sector disadvantage unemployed taxpayers The meetings rallies held capital cities regional centres decide future industrial strategy BABY SNATCHED IN SYDNEY Police investigating abduction yesterday nine week old baby Sydneys Westmead Hospital The boy Coffs Harbour taken hospital two weeks ago developing serious respiratory condition family holiday Sydney At around five oclock yesterday afternoon unknown woman described late twenties took baby Westmead childrens ward Reuters Sydney Newsroom,GCAT
These leading stories official Iraqi press Saturday Reuters verified stories vouch accuracy JUMHOURIYA Russian deputy foreign minister arrives Baghdad Energy committee National Assembly discusses prospects future investments oil gas Iraq Informatioon minister calls immediate withdrawal Iranian troops northern Iraq ALIRAQ Iraqi workers elect trade union leaders tomorrow QADISSIYA Transport ministry gears ferrying humanitarian supplies Iraqs oil deal United Nations goes effect Ministry industry minerals urges citizens rationalise use electricity,GCAT
These leading stories Cyprus newspapers Friday Reuters verified stories vouch accuracy ALITHIA The rates development inflation satisfactory Expenses travel overtime increase Finance Minister Christodoulos Christodoulou says HARAVGHI Water dams almost eampty The public needs become conscious problem save water head water department Lakis Christodoulou says CYPRUS MAIL United Nations dismisses speculation Turkish ship laying mines barriers Kappari area Paralimni Wednesday Permits granted building new hotels within boundaries proposed Akamas national park PHILELEFTHEROS Seven building contractors compete construction new hospital Nicosia SIMERINI President Glafcos Clerides said nothing council ministers meeting yesterday cabinet reshuffle,GCAT
TA KUNG PAO Chinese President Jiang Zemin told visiting Malaysian Prime Minister Mahathir Mohamad China needed cooperation confrontation ORIENTAL DAILY NEWS The Hong Kong government would put auction hundred guns made Brazil They biggest lot illegal weapons confiscated territory Secondhand weapons Hong Kongs police force popular international market territorys crime rate low weapons good condition It estimated percent Hong Kongs secondhand weapons sold United States HONG KONG ECONOMIC TIMES The Hong Kong government decided put completion tenth container terminal year Most mainland listed companies involved property investment China retail media magnetic products reported huge losses year The financial difficulties listed companies led increased number bad debts local banks Banks would tighten control loans second thirdrate companies MING PAO DAILY NEWS Yizhen Chemical Fibre Co worlds fourth largest polyester manufacturer shocked investors percent plunge attributable profit first six months year The leader gang hooligans recently arrested Chinas Shanxi province rape blackmail bribery assualt considered good cadre superiors selected model Communist Party member SOUTH CHINA MORNING POST South Koreans applauded judges decision sentence former president Chun Doo Hwan death successor Roh Taewoo years behind bars military mutiny civilian massacre Chinas military divided whether adopt low profile flex muscles achieving countrys objectives relation Taiwan countries HONG KONG STANDARD Hopewell Holdings decided infuse money massive Bangkok elevated railway project raising commitment billion baht HK billion Hong Kong newsroom,GCAT
Following main stories Sundays Pakistani newspapers DAWN At least people killed floods rains Lahore central Pakistan Banks leasing companies mutual funds seven billion rupees million stuck stock market account shares underwrote past three years The government may cut import duty tea despite growing demand Pakistan Tea Association Sugarcane growers sugar mills urged government restrict import sugar assessing actual shortage Authorities Khyber Agency burnt abductors houser Bara subdivision exacted fine rupees BUSINESS RECORDER Weekend rains caused losses million rupees five major markets Lahore Several letters credit basmati rice exports Middle East expired lack shipping service Karachi Gulf FINANCIAL POST Mobile phone companies seriously considering suing government breach contract due continuing ban cellular services lucrative market Karachi A threemember World Bank Private Sector Assessment mission Islamabad wideranging talks government officials revamping Pakistans dormant private sector PTCL likely pay percent cash dividend year ended June THE NEWS Pakistan send team senior economic officials Washington next month negotiate International Monetary Fund World Bank annual meetings Afghan Islamic Taleban militia overran Spina Shega important military base Prime Minister Gulbuddin Hekmatyars HezbiIslami party eastern province Paktiya Exfinance minister Sartaj Aziz secretary general main opposition Pakistan Muslim League called governments energy policy disastrous saying privatisation Jamshoro power plant suspended private sector thermal power project approved next five years The vessel Malakand due arrive Karachi first week September previously embargoed US arms Pakistani army navy Islamabad newsroom,GCAT
The following top headlines selected Canadian newspapers Reuters verified stories vouch accuracy THE GLOBE AND MAIL Premiers kill Ontarios plan Smaller provinces balk seeking end federal role social programs Canadas premiers dropped controversial proposal calling Ottawa get social programs conference agenda yesterday smaller provinces banded together fight it Charest makes tax cut priority Move could help unite Tories Progressive Conservative Leader Jean Charest backing idea tax cuts move could take edge economicpolicy debate threatened divide rebuilding Tory ranks Indians rights sell catch court rules Onus put natives prove history commercial fishing Lebed calls ceasefire Grozny ultimatum a bad joke Man changed China fading away Ailing recluse Deng Xiaoping turns today master reformer largely forgotten Report Business Section Canadians offered slew debt Ottawa cutting reliance foreign investors financial institutions wary competition Consumers Distributing Inc begin huge liquidation sale Firm clearing stores set close Canadian Press survive Canadas largest newspapers stay news agency Westcoast Energy Inc lay BC Alberta Cites deregulation rivalry price cuts THE FINANCIAL POST US tries undo dairy ruling Washington take answer NAFTA panel ruled July said Canadas high tarriffs dairy poulty imports legal Daewoo Corp drive crowded Canadian market Reuters Toronto Bureau,GCAT
Prepared Reuters The Broadcast Monitoring Company BSKYB READY FOR NEW CHANNELS Satellite broadcaster BSkyB today announced record profits million stg revealed target launch new TV channels Britain end During year company signed new customers bringing total million Britain Ireland For first company saw revenue exceed one billion stg The company believes created foundation able develop digital TV services Britain BANKS NEAR ACCORD TO CUT CROSSBORDER CREDIT RISKS It reported British banks Japanese counterparts close announcing deal govern risks accepted parties involved crossborder deposit market Any accord well helping reduce costs borne banks operating sector would also help reinforce position London international financial centre It would also help restore confidence Japanese market doubts voiced stability countrys financial system HALIFAX MARKET SHARE SHRINKS The Halifax Building Society revealed first half year saw share UKs mortgage market contract percent figure percent period Increased competition sector blamed decline During six months society achieved pretax profits million stg figure million stg six months year earlier MAURICE SAATCHI AMONG NEW WORKING PEERS The advertising tycoon behind demonic eyes poster campaign targeting New Labour Maurice Saatchi awarded peerage John Major move cause fresh storm ethics political patronage negative electioneering Further angering opposition Prime Minister given second working peerage another key Tory insider brother Environment Secretary Peter Gummer However also emerged key corporate donor Labour party Swraj Paul chairman engineering group Caparo also become lord UNIONS ARE LOSING APPEAL FOR YOUNG WORKERS A survey attitudes carried independent research institute Global Futures found many younger workers losing faith need trade union membership seeing marginal workplace interests The poll found workers three times likely approach manager work problems trade union representative The institute noted mass industrial action took place Britain late s unlikely reoccur FOREIGN BANKS WARN UK OVER OPTOUT ON SINGLE CURRENCY Writing Treasury Foreign Banks Securities Houses Association warned countrys financial sector damaged continuing equivocal stance adopted government planned single European currency Representing firms association notes preparations advent euro set back uncertainty whether country optout ROAD BUILDERS DEMAND COMPENSATION A number construction companies Britain reported seeking compensation government road building programs worth million stg cancelled days tenders due submitted The Federation Civil Engineering Contractors asking million stg compensation paid six companies involved expressed dismay timing decision A similar dispute arose two years ago number major roads projects also cancelled last moment SCOTTISH COUNCIL SET TO REJECT POWERGEN SCHEME It appears likely Scottish officials North Lanarkshire council reject application PowerGen develop regions first gasfired power station Such decision would lead public inquiry project established delaying companys plans Local politicians concerned plant located Gartoch near Glasgow would lead loss jobs coal mining sector DELAY IN ELECTRICITY REFORMS ATTACKED An annual report Electricity Consumers Committees representing consumers UK called government industry regulator ensure target introduction full competition electricity sector met The call comes wake report industry suggested change introduced gradually prompting concern delay months could ensue The industry reported concerned costs involved preparing greater competition HOPES RISE FOR BUNDESBANK RATE CUT It reported advance meeting policymaking council Bundesbank increased hopes cut countrys securities repurchase repo rate Any reduction would effect easing pressure French franc labouring late Interest rate cut hopes bolstered latest money supply figures Germany indicate slowing growth July For full range news monitoring services phone BMC,GCAT
Airbus Industrie million order UAL Corps United Airlines fending competing bid rival Boeing Co The Wall Street Journal reported Friday The newspaper also reported Ford Motor Co sells USL Capitals Real Estate Financing mortgage Bankers Trust million Americast owned Walt Disney Co four phone companies agrees buy least three million digital settop boxes billion Zenith Electronics Corp President Bill Clinton expected announce curbs tobacco sales Friday Rate corporate layoffs dropped since start s still decade ago United Auto Workers breaks tradition may negotiate Big Three auto makers President Clinton signs welfare reform bill Initial claims state unemployment insurance rise level week ended August Japan US finalise agreement loosening air cargo restrictions US auto sales slipped percent August period year ago Mexicos Gruma SA de CV Archer Daniels Midland Co form joint venture New York newsroom,GCAT
These leading stories South African press Tuesday Reuters verified stories vouch accuracy BUSINESS DAY Legislation tabled Parliament Monday toughens South Africas criminal law depriving criminals proceeds crimes forcing businessmen banks report suspicious goods transactions Transnet planning focus becoming transport operator promoting greater privatesector involvement provision infrastructure The rumour mill working overtime markets Monday speculation mounted ahead Reserve Bank Governor Chris Stalss address Banks AGM Tuesday Mining house Gencor lifted income exceptional items percent billion rand year June propelled mainstay aluminium operations overshadowed setbacks elsewhere Northwest Province Premier Popo Molefe announced billion dollar deal foreign investors import Chinese factories skilled workers establishment mini city near Potchefstroom west Johannesburg BUSINESS REPORT The petrol price South Africa fall state withdraws sanction pricing arrangmements among refiners marketers Mineral Energy Affairs Minister Penuell Maduna said weekend Transnet transport parastatal bowed pressure three trade unions representing train drivers operators artisans find extra million rand wage increases year avert threatened strike It budgeted million rand wage increases A group small business members within National Empowerment Consortium NEC joined forces form National Empowerment Corporation bid take significant stake deal acquisition Anglo Americas percent stake Johnic Gencor achieved ambition totally owning aluminium producer Alusaf minority shareholders agreed take mining houses shares payment stakes Iscor boosted attributable income million rand percent million rand year June largely number exceptional items THE STAR National Police Commissioner George Fivaz Business Against Crime BAC unveiled ambitious plan rectify serious managerial logistical shortcomings countrys needy police stations One three teenage girls four high schools Johannesburgs suburbs Coronationville Westbury raped schoolmates gangs according headmasters police family counsellors working areas Former Vlakplaas commander Colonel Eugene de Kock found guilty Monday five murder charges killings alleged bank robbers ambush Johannesburg newsroom,GCAT
These leading stories Kenyan press Tuesday Reuters verified stories vouch accuracy DAILY NATION Opposition FORDKenya Forum Restoration Democracy institute private criminal prosecutions individuals firms named Public Investment Committee report connection irregular financial deals A report USAIDs Regional Economic Development Service says Wajir Mandera Isiolo districts North Eastern Province Kenya face serious food shortage failure long rains march July EAST AFRICAN STANDARD The new Kenneth Matiba Raila Odinga alliance comes heavy criticim FORDKenya chairman Kijana Wamalwas group terms another plot ruin National Opposition Alliance The chairman Kenya Dairy Board Andrew Kiptoon says proposed Kenya Dairy Development Policy meant dismember giant Kenya Cooperative Creameries Kikuyu opposition member parliament Paul Muite challenged ruling Kenya African National Union leaders tell public opposed consitutional reforms,GCAT
DAYS TOP STORIES Former South Korean President Chun Doo Hwan sentenced death charges masterminding coup army massacre prodemocracy demonstrators following year ALL PAPERS Ruling Laban party representative Edcel Lagman says South Korean example eyeopener Philippines trying recover money alleges stolen former President Ferdinand Marcos THE MANILA TIMES President Fidel Ramos Monday ordered Presidential Legal Counsel Renato Cayetano look alleged violation bidding rules Subic Bay Metropolitan Authority awarded port privatisation contract Hutchison Ports Philippines MANILA STANDARD Some Christian protestors gathered Zamboanga City southern Philippines register opposition governments peace deal Moslem rebels MALAYA A government panel left Jakarta Monday participate final round discussions Moro National Liberation Front TODAY A multiparty move roll back fuel prices gaining ground House Representatives summoned officials Department Energy shed light charges violated Oil Deregulation Law allowed hike oil prices based wrong formula TODAY BUSINESS PDCP Bank offering one billion pesos preferred shares PHILIPPINE DAILY INQUIRER The stateowned National Development Company sell percent shares National Steel Corp interested buyer Malaysias Wing Tiek Holdings Berhad failed pay shares August THE MANILA TIMES The Securities Exchange Commission decide Tuesday whether officials Dizon Copper Silver Mines renege voluntary commitment refrain implementing several controversial resolutions passed companys board directors MANILA STANDARD Alcorn Philippines Inc Basic Petroleum Minerals Corp new exploration contracts Department Energy MANILA BULLETIN Manila newsroom,GCAT
The Washington Post carried following items front page business section Aug WASHINGTON Senior Federal Reserve say still sure whether Fed need raise shortterm interest rates fall WASHINGTON Twentyyear old golfer Tiger Woods already signed million worth contracts since turning pro earlier week WASHINGTON Analysts critical NationsBank Corps announcement plans merge Boatmens Bancshares Inc sending companys share price tumbling billion Friday trading,GCAT
These leading stories mornings Paris newspapers LES ECHOS Tourism sharply August France slow July French customs impounded percent copies brand name goods German mark firm runup todays Federal Reserve Bank meeting Thursdays Bundesbank policy council meeting LA TRIBUNE DESFOSSES Caisses dEpargne finalising bid Gans banking unit CIC plans revamp statutes Paris Bourse sluggish runup corporate first half results announcements Banque Rivaud says Canard Enchaine newspapers revelations tax investigation bank isolated facts biased inaccurate Franc slips foreign exchange markets operators remain wary national budget slim chances Bundesbank rate cuts Thursday LAGEFI Prime Minister Alain Juppe says announce tax cuts within two weeks Matif chairman Gerard Pfauwadel explains failure linkup Germanys DTB futures market outlines new strategy preparing euro currency LE FIGAROECONOMIE Air France Q passenger miles percent revenue per passenger falls percent airline still expects break even European competition commissioner Karel Van Miert says impartial whether company stateowned private commitment privatise makes governments request EC approval state subsidies credible THE INTERNATIONAL HERALD TRIBUNE Bond currency markets tenterhooks waiting Federal Reserve take action interest rates LE PARISIEN Prime Minister Alain Juppe says announcements fiscal reforms working meeting President Jacques Chirac Bregancon August Paris Newsroom,GCAT
These leading stories United Arab Emirates press Thursday Reuters verified stories vouch accuracy ALITTIHAD UAE protests Iranian claims border dispute Abu Musa island UAE drops F still interested F French Rafale billion warplane deal Investors far subscribe million dirhams worth alKhazna Insurance shares ALKHALEEJ Iranian envoy hands UAE President Sheikh Zaid Geneva message Irans Rafsanjani UAE Gross Domestic Product GDP percent billion dirhams GULF NEWS Singapore shipyards prepare battle Dubai threats loom China India,GCAT
These leading stories Kuwaits press Thursday Reuters verified stories vouch accuracy ALQABAS Foreign Minister Sheikh Sabah alAhmad alSabah says underhand compromise struck government oppositiondominated parliament issue possible defence irreguliarities Parliament earlier week postponed moves parliamentary questioning Defence Minister Sheikh Ahmad alHamoud alSabah alleged irregularities defence contracts MPs explained wanted solve issue friendly way Kuwaits nonoil exports amount million dinars million first half official says ARAB TIMES Czech officer confirms allied troops exposed clouds Iraqi nerve gas Gulf War Parliaments Interior Defence Committee approves draft law raise penalty buying votes parliamentary elections maximum three years prison one year present The measure would passed whole chamber approved emir become law ALWATAN Kuwait starts helicopter monitoring traffic Saturdays Kuwait Egypt form joint panel encourage Kuwaiti investments Egypt diplomat says ALRAI ALAAM Finance Minister Nasser alRodhan take duties Oil Minister AbdulMohsen alMudej Mudej carries procedural temporary resignation September sources say Kuwaiti law requires ministers want run parliament seek reelection parliament resign ahead elections Mudej elected MP,GCAT
HOSPODARSKE NOVINY Eastward expansion EU take place year though could also delayed Union able reform Maastricht Treaty continental integration Omnipol as intends save Aero Vodochody as though insists company invest firm threebillion crown debt The state paid million crowns pension funds second quarter Altogether state paid million crowns pension funds since beginning year The State Market Regulation Fund acknowledged agreement reached Agriculture Minister Josef Lux Czech farmers Friday According agreement state purchase wheat farmers crowns tonne Kovosvit Sezimovo Usti as leading Czech producer machine tools wants penetrate prestigous American market PRAVO A controlling block shares one two largest pension funds country Podnikatelsky Penzijni Fond may purchased PPF financial group Sources group however deny this The Slanybased firm Palaba decided sell percent stake RalstonBateria Slany Ralston giving American company controlling percent stake company MLADA FRONTA DNES The Czech trade deficit grew monthly record billion crowns July pushing total deficit past billion crowns first seven months year The Ministry Agriculture intends extend validity high potato import duties request local potato producers This spite fact local potatoes increase price Economic trade Czech Republic Austria slump spite fact trade restrictions exist two neighbours Prague Newsroom,GCAT
The New York Times reported following business stories Tuesday WorldCom Inc buy MFS Communications Inc stock deal worth billion Conseco Inc buy American Travellers Corp Capitol American Financial Corp total billion General Motors Corp Ford Motor Co said first United Auto Workers contract negotiation list,GCAT
The United Auto Workers Big Three auto makers discussing adopting extended national contract would last longer traditional threeyear agreeement The Wall Street Journal reported Monday At time union General Motors Corp settled contentious local issues national bargaining table signalling efforts sides avoid confrontation fall The current contract union auto makers expires Sept The newspaper also reported Abercrombie & Fitch Co unit Limited Inc plans sell percent company initial public offering Bombdetection stocks rise latest evidence Trans World Airlines crash Analyst says thinks HFS Inc considering buying Alamo Rent A Car Venezuelas government antitrust panel investigating recent deal CocaCola Co Venezuelas Grupo Cisneros The Federal Reserve prepared ease banking restrictions Durable goods orders rose strongerthanexpected percent July Bass Plc merge Allied Domecqs CarlsbergTetley Lloyds London says percent members accept settlement terms President Bill Clinton gives Food Drug Administration oversight tobacco industry approves tough new rules The Federal Reserve came close raising shortterm interest rates July A survey Manpower Inc shows percent employers plan expand workforces fourth quarter Indiana jury decides tobacco companies liable smokers death New York newsroom,GCAT
These leading stories Tunisian press Saturday Reuters verified stories vouch accuracy LA PRESSE After Tunisia called France respect Tunisian immigrants dignity France says welcomes legal Tunisian residents Tunisias exports spare parts amounted million dinars LE TEMPS Trade talks Tunisia Palestinian Authority Speaker parliament Habib Boulares arrives Tripoli represent President Zine alAbidine Ben Ali Libyan revolution anniversary celebrations = dinar,GCAT
Two teenage girls reported missing Belgium failing return home shopping trip town Liege Belga news agency said early Saturday The agency said girls Rachel Legeard Severine Potty boarded bus home Thursday afternoon apparently got stop There word since said Gendarmes Liege posted two missing late Friday set coordination centre work case Belga said Belgium shaken uncovering paedophile ring linked number missing children two found dead,GCAT
INDIGENOUS ELECTORAL CUTS CALLOUS SAYS OPPOSITION The Federal Opposition described callous Government cuts Australian Electoral Commission programme help indigenous people take part electoral process The Coalition cut Aboriginal Torres Strait Islander Electoral Information Service worth two million dollars year Nineteen staff employed help indigenous Australians particularly remote areas understand electoral rights obligations Labor Senator Bob Collins says closing programme initiated Fraser Government another example Coalitions callous disregard reconciliation Senator Collins says turns clock back two decades COMMONWEALTH STAFF WITHDRAW FROM PUBLIC CONTACT Commonwealth public servants voted refuse make contact public two hours every Friday morning Members Community Public Sector Union approved action today part campaign spending cuts announced budget Besides restriction public contact hours union members also voted impose work bans The union says thousand jobs lost NATIONAL CRIME AUTHORITY DEFENDED A member Joint Statutory Committee overseeing National Crime Authority defended authority attacks wake acquittal businessman John Elliot yesterday Federal Independent MP Paul Filing says problems NCAs operation says disbanded advocated Victorian Premier Jeff Kennett Mr Elliot acquitted fraud charges brought NCA judge ruled authority acted illegally investigation Federal AttorneyGeneral Daryl Williams ordered department review NCAs role case Mr Filing says references given NCA committee state federal MPs oversees need review WINEMAKERS MISS OUT ON COMPENSATION Winemakers Hunter Valley New South Wales miss quarter million dollars compensation promised Keating Government Primary Industries Minister John Anderson told wineries budget measures enough replace payments Most wineries Hunter would received six thousand dollars year part three year deal ALP compensate wineries pay tax promotional wines CPSU MEMBERS RALLY AROUND AUSTRALIA Members public sector union attended lunchtime rallies around country today protesting public sector cuts In states Community Public Sector Union members attending rallies voted return work In Victoria six hundred CPSU members voted favour starting industrial campaign cuts beginning strike afternoon In Canberra CPSU members told need embark longhaul industrial campaign combat lob losses outsourcing The public servants proposed lightning pickets Parliament House sitins letter writing campaigns stiffenup industrial response Federal Budget RESORT GOAHEAD PAY BACK FOR GUNS SAYS CONSERVATIONISTS Conservationists say Federal Governments allowed Port Hinchinbrook resort go ahead pay back rural North Queenslanders hit tougher national gun laws Queensland Conservation Council coordinator Imogen Zethoven says National Party Leader Tim Fischer indicated resort would allowed go ahead time extreme pressure Ms Zethoven says means World Heritage values sacrificed provide jobs North Queesland The council Wilderness Society vowed fight decision WILDERNESS SOCIETY TARGETS COMPANIES The Wilderness Society welcoming Prime Minister Hobart staging calls theatrical corporate orgy The Societys members say performance aims protest Federal Governments involvement multinational companies Boral North Limited The Wilderness Society says companies involved destruction Australias forests Federal Government allowing occur John Howard due Hobart today guest honour state Liberal Party dinner ENDANGERED ANTELOPE BORN IN SOUTH AUSTRALIA Monarto Zoo South Australia says achieved births two addax endangered species antelope A female calf born three weeks ago second calf last night Zoo director David Langdon says believed thousand addax still surviving captivity WA SHIRE RECONSIDERS GROG LAWS Last Thursdays riot remote Kimberley town Halls Creeks prompted review alcohol related laws local Shire Council Shire President Josie Farrer says options tightening drinking regulations include closing liquor outlets pay days dry area restrictions similar Northern Territory Ms Farrer says Council agrees alcohol ignites problems violence sees way stopping limiting number hours alcohol available Last week people went alcohol induced rampage town causing estimated one million dollars damage PETROL STATION OWNERS CRITICISE NEW PETROL PRICING CONTROLS The Competition Consumer Commissions recommendation remove petrol price controls criticised service station operators The Commission says four oil companies dominating petrol industry price controls minimal effect But Motor Trades Association says recommendations appear entrench oil companies market power Its called Government issue pricing guideline wholesale pricing open transparent Reuters Sydney Newsroom,GCAT
Australiaflag bulk carrier Mrs Pioneer dwt arrived Delfzjil Netherlands Tuesday tow Lloyds Shipping Intelligence Service reported The vessel proceeding Eemshaven builders yard Harlingen load sugar reported small fire engineroom The fire brought control reports injuries,CCAT
Newspaper headlines CHINA TIMES Taiwan prosecutor recommends year prison term former colleage Hsu Liangchien Hsus alleged involvement video game parlour scandal Interparty constitutionalreform committee National Assembly start operations September UNITED DAILY NEWS Taiwan raise funds science research bid promote Taiwan island technology Taiwans business leading indicators remain yellowblue light condition indicating possible slowdown COMMERCIAL TIMES Taiwans saving rate declines funds flow island Chinese mainland Taiwan South Africa sign investment memoranda telecommunications aviation ECONOMIC DAILY NEWS Banks loans private firms decrease end July credit control tightens due slow economy Taiwan ease restrictions allowing hightechnology companies listed overthecounter market Taipei Newsroom,GCAT
The following main stories Friday mornings German newspapers FRANKFURTER ALLGEMEINE ZEITUNG The Bonn ruling coalition asserts sends government austerity programme Bundesrat upper house parliament approval second time Construction firms want cancel existing wage contracts Entrepreneurs complain restrictions training If removed could increase percent training places Confidence grows German automobile industry HANDELSBLATT DaimlerBenz profit DASA firms airspace unit big lossmaker The shareholders biggest German industrial firm DaimlerBenz hope dividend increase Deficit upto billion marks Federal Labour Office German Bundestag lower house parliament approves Chancellor Helmtu Kohls austerity programme German DGB trade union federation divided new programme The programme advocating social market economy looked unlikely win majority support DBG annual congress November Dresden German Foreign Minister Klaus Kinkel confident meeting Chinese counterpart Qian Qichen September would iron differences tensions China Bonn fears financial pressure Tehran Suspicions BDI German industry federation president HansOlaf Henkel backed up OSCE says may organise local Bosnian elections November French President Jacques Chirac visit Bonn Sunday dinner talks Chancellor Helmut Kohl SUEDDEUTSCHE ZEITUNG Strike threat east German construction sites employers go ahead plans cancel existing wage contract Professional soldiers must secure peace everywhere Finance Miniser Theo Waigel rule higher public debt The Post ready stock exchange end year Banks reject accusations complicity fraud BDI German industry federation chief HansOlaf Henkel defends filing suit defamation DIE WELT Labour Minister Norbert Bluem urges courage decisions Bundestag produces majority social political part Chancellor Helmut Kohls austerity programme Illegal immigration Germany increase Werner Muench Werner Schreiber two regional officials Chancellor Helmut Kohls Christian Democrats east Germany charged fraud plead innocence Better outlook auto industry Bonn Newsroom,GCAT
